table,error,time
"PRD_MODAR_INCIDENT_SERVICE_MV","success","2025-07-29 00:07:40",0.5936028957366943
"PRD_MONTH_TRENDREV_STCBILL_ALL","success","2025-07-29 00:07:40",0.4257080554962158
"PRD_PROJECTS_L1_STAGNANT_MV","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01427: single-row subquery returns more than one row ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:07:41",0.6494529247283936
"STCS_ERP_ACCOUNTS","success","2025-07-29 00:07:42",0.7061412334442139
"PRD_STCGL_ERP_BILLING_DIA_VSAT_RECON","success","2025-07-29 00:07:42",0.2869696617126465
"PRD_STCGL_ERP_BILLING_OTHERS_RECON","success","2025-07-29 00:07:43",0.6624002456665039
"PRD_MN_TREND_CUSTOMER_SUB","success","2025-07-29 00:07:43",0.3034243583679199
"PRD_MS_SERVICE_CASES_MV","success","2025-07-29 00:07:43",0.29291343688964844
"PRD_COLLECTION_VS_BILLING","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01843: not a valid month ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:07:43",0.2485363483428955
"PRD_CLOUD_ORDER_PEND_RECON_MV","success","2025-07-29 00:07:44",0.21458673477172852
"PRD_PROJECT_ERP_VS_L1_PO","success","2025-07-29 00:07:48",3.9440758228302
"PRD_CLOUD_EVENT_DUNNING_ANALY","success","2025-07-29 00:07:48",0.31669068336486816
"PRD_SHABIK_SERVICE_CASES_MV","success","2025-07-29 00:07:49",0.6409146785736084
"PRD_CREDIT_NOTE_DIA_VSAT_RECON","success","2025-07-29 00:07:50",1.8313531875610352
"PRD_DIA_VSAT_ERP_RECOG_CORP_MV","success","2025-07-29 00:07:56",5.801173210144043
"PRD_GRANITE_MRS_CAN_RECON","success","2025-07-29 00:08:38",41.87608551979065
"PRD_STCSREV_VS_EMAIL_MLS","success","2025-07-29 00:08:47",8.957371711730957
"PRD_LOG_MP_DNS_RAW_MV","success","2025-07-29 00:08:47",0.3523716926574707
"PRD_PROJ_CLOUD_ACT_STANDARD_MV","success","2025-07-29 00:08:50",2.2721517086029053
"PRD_STCSREV_VS_EMAIL_RAQIB","success","2025-07-29 00:08:59",8.967142343521118
"VI_MV","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01722: invalid number ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:08:59",0.2470543384552002
"PRD_PROJECT_PO_PR_GRN_OUT_MV","success","2025-07-29 00:09:51",51.862329959869385
"PRD_REVN_GL_VS_RBM_GL_1","success","2025-07-29 00:09:51",0.29212379455566406
"PRD_APPO_MAN_VS_ERP_PAYROLL_MV","success","2025-07-29 00:09:55",3.990276575088501
"PRD_ERPVSGRANITEVSAT_BANDWIDTH","success","2025-07-29 00:10:07",11.568719148635864
"PRD_GRAN_CUSTOMERTREND_MES_MV","success","2025-07-29 00:10:08",1.690051794052124
"PRD_MP_EXPIRED_DEALS","success","2025-07-29 00:10:10",1.993401288986206
"PRD_EMM_SERVICE_CASES_MV","success","2025-07-29 00:10:11",0.5070004463195801
"PRD_SAHAL_EMP_VS_APPO_MANP_MP","success","2025-07-29 00:10:12",1.0884582996368408
"PRD_SAHAL_EMP_VS_APPO_MANP_MV","success","2025-07-29 00:10:13",1.0627622604370117
"PRD_REVN_GL_VS_RBM_GL","success","2025-07-29 00:10:13",0.3109264373779297
"PRD_STCSREV_VS_EMAIL_INFOFI","success","2025-07-29 00:10:22",8.8457510471344
"PRD_CONTRACT_SHARE_RECONS_MRS","success","2025-07-29 00:14:44",261.7816753387451
"PRD_PROJECT_SERVICE_CASES_MV","success","2025-07-29 00:14:45",0.7073934078216553
"PRD_DELAY_DEV_PROJECTS_L3","success","2025-07-29 00:15:11",26.24259614944458
"PRD_CAN_PR_STCS_RAISED_INVOICE","success","2025-07-29 00:15:22",10.804897546768188
"PRD_BILLING_FINANCL1_STCSGL_MV","success","2025-07-29 00:16:11",49.13879919052124
"DYNAMICS_ALLORDERS_MV","success","2025-07-29 00:16:33",21.893386840820312
"PRD_PROJECT_ACTIVE_CLOUD_MV","success","2025-07-29 00:16:34",0.9493696689605713
"PRD_RAQIB_INCIDENT_SERVICE_MV","success","2025-07-29 00:16:34",0.4695115089416504
"PRD_NEW_DYN_OL_ERP_SAME_CM_MV","success","2025-07-29 00:16:35",0.7168614864349365
"PRD_PROJECT_ONHAND_VS_INVENTORY","success","2025-07-29 00:16:37",2.2460620403289795
"PRD_MRS_INCIDENT_SERVICES_MV","success","2025-07-29 00:16:43",5.355013370513916
"PRD_MN_CORP_REV_DIA_VSAT","success","2025-07-29 00:16:43",0.5614473819732666
"PRD_DELAY_DEV_PROJECTS","success","2025-07-29 00:16:46",2.327939987182617
"PRD_MN_TREND_CUSTOMER_USG","success","2025-07-29 00:16:46",0.26330041885375977
"PRD_DYNVSACTIVE_MRS_RECON_MV","success","2025-07-29 00:16:48",2.1126630306243896
"PRD_PMATRIX_VS_STCSGL_MRS","success","2025-07-29 00:17:21",32.96902680397034
"PRD_GRANITE_MS_CRM","success","2025-07-29 00:17:25",3.5309901237487793
"PRD_STCSREV_VS_EMAIL_MES","success","2025-07-29 00:17:33",8.842292547225952
"PRD_CASE_CUST_COUNT","success","2025-07-29 00:17:34",0.3354806900024414
"PRD_STCS_VS_CORP_REV_DIA_VSAT","success","2025-07-29 00:17:34",0.22560667991638184
"PRD_MONTHLY_TREND_REVENUE_GL_MV","success","2025-07-29 00:17:34",0.21004962921142578
"PRD_MODAR_SERVICE_CASES_MV","success","2025-07-29 00:17:35",0.5673737525939941
"PRD_CLOUD_REV_PROJ_L1_MV","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01427: single-row subquery returns more than one row ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:17:35",0.6681931018829346
"PRD_CONTRACT_SHARE_RECONS_ML","success","2025-07-29 00:17:40",4.41142463684082
"PRD_QTR_MANUAL_ADJUST_STANDARD","success","2025-07-29 00:17:40",0.2529609203338623
"PRD_CLOUD_INVOICES_SUBS_MV","success","2025-07-29 00:17:40",0.2707509994506836
"PRD_DIA_MDS_L1_PROJECT_SAMP_MV","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01427: single-row subquery returns more than one row ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:17:41",0.4808192253112793
"PRD_DYNVSGRAN_RECON12","success","2025-07-29 00:17:42",1.1284828186035156
"PRD_STCS_GL_VS_PM_FLEET_MV","success","2025-07-29 00:17:59",17.197603940963745
"ACTIVEDIA_MV","success","2025-07-29 00:18:01",1.6891460418701172
"PRD_DELAY_DEV_VSAT_RECON","success","2025-07-29 00:18:03",2.3306405544281006
"PRD_QTR_MANUAL_ADJUST_PROJECTS","success","2025-07-29 00:18:04",0.2929532527923584
"PRD_CUSTOMER_COMPLAINT_MRS","success","2025-07-29 00:18:04",0.3026735782623291
"PRD_REV_GL_VALIDATION","success","2025-07-29 00:18:31",27.56127691268921
"PRD_VDC_MP_SUBS_INVOICES_MV","success","2025-07-29 00:18:37",5.949120998382568
"PRD_VDC_VS_MP_SUBS_MV","success","2025-07-29 00:18:51",13.985470533370972
"PRD_ISPAN_GL_INVOICES_RECON","success","2025-07-29 00:18:55",3.190746307373047
"PRD_BILL_RPT_VALIDATION_CLOUD","success","2025-07-29 00:18:55",0.4873490333557129
"PRD_CONTRACT_SHARE_RECONS_MES","success","2025-07-29 00:19:01",6.3128252029418945
"PRD_LOG_MP_BKP_AS_A_SERVICE_MV","success","2025-07-29 00:19:02",0.22719407081604004
"PRD_L1_ERP_GRAN_DIA","success","2025-07-29 00:19:02",0.46892428398132324
"PRD_CONTRACT_SHARE_RECONS_MSS","success","2025-07-29 00:23:20",257.6140568256378
"PRD_CUSTOMER_TREND_RAQIB_MV","success","2025-07-29 00:23:21",1.297119140625
"STCS_ERP_EXPIRY_DATE_CHANGE_MV","success","2025-07-29 00:23:22",0.6199040412902832
"PRD_MLS_SERVICE_CASES_MV","success","2025-07-29 00:23:22",0.5376837253570557
"PRD_GRAN_CUSTOMER_TREND_MV_DIA","success","2025-07-29 00:23:27",4.212191581726074
"PRD_MP_SUB_PLIST_USG_MODAR","success","2025-07-29 00:23:27",0.38723039627075195
"PRD_MRS_SERVICE_CASES_MV","success","2025-07-29 00:23:56",29.0587797164917
"PRD_FLEET_SERVICE_CASES_MV","success","2025-07-29 00:23:57",0.5623602867126465
"PRD_CLOUD_SUB_USAGE_MV","success","2025-07-29 00:23:57",0.4165346622467041
"PRD_DYNAMICVSGRANITE_MRS_RECON","success","2025-07-29 00:25:15",78.40594148635864
"PRD_MID_WARE_EVENTLOG_RECON_MV","success","2025-07-29 00:26:08",52.1766300201416
"PRD_PRJCT_BILING_ALCN_FIN_L1","success","2025-07-29 00:26:08",0.4063079357147217
"PRD_PMATRIX_VS_PRICELIST_MODAR","success","2025-07-29 00:26:08",0.2855355739593506
"PRD_ALL_CLOUD_DELAY_DEV","error: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:26:08",0.1453416347503662
"TEST_MV","success","2025-07-29 00:26:11",2.632655143737793
"PRD_CREDIT_ADJUST_PROJECT_MV","success","2025-07-29 00:26:14",3.305358648300171
"PRD_PROJECT_ACTIVE_STANDARD_MV","success","2025-07-29 00:26:17",2.0695576667785645
"PRD_MN_TREND_CUSTOMER_CLOUD","success","2025-07-29 00:26:17",0.22582554817199707
"PRD_DELAY_DEV_MRS_RECON","success","2025-07-29 00:26:31",14.387685775756836
"PRD_CLOUD_INVOICESVSCDRS_MV","success","2025-07-29 00:27:54",82.73633408546448
"PRD_CLOUD_CDR_VS_INVOICES","success","2025-07-29 00:41:56",842.2751247882843
"PRD_DIGITALGS_GL_INVOICES_RECON","success","2025-07-29 00:42:00",3.3309149742126465
"PRD_PMATRIX_VS_DYNAMICS_FLEET","success","2025-07-29 00:42:04",4.563284873962402
"MP_MAX_PROCESSDATE","success","2025-07-29 00:42:04",0.2849564552307129
"PRD_DIA_TICKET_RECON_ROOTCAUSE","success","2025-07-29 00:42:05",0.21664786338806152
"PRD_DYNAMICVSGRANITE_WIFI_REC","success","2025-07-29 00:42:05",0.3539304733276367
"PRD_GRA_CUSTOMER_TREND_MV_VSAT","success","2025-07-29 00:42:08",2.621042490005493
"PRD_CLOUD_REV_STND_L1_MV","success","2025-07-29 00:42:08",0.45535731315612793
"CLOUD_REVUNUE_MV","success","2025-07-29 00:42:27",18.774755477905273
"ERP_MV","error: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 00:42:27",0.1913154125213623
"PRD_PROJECTS_L1VI_L3_MARGIN_MV","success","2025-07-29 00:42:31",4.074564218521118
"PRD_MONTH_TRENDREV_ISPAN","success","2025-07-29 00:42:31",0.2326645851135254
"PRD_CHARGE_APPLIED_RECON_DIA","success","2025-07-29 00:42:37",5.89042067527771
"PRD_PROJ_ADV_RASIED_INV_MV","success","2025-07-29 01:13:33",1855.7866053581238
"PRD_MODAR_CHECK","success","2025-07-29 01:13:33",0.27730274200439453
"PRD_PROJECTS_L3_STAGNANT","success","2025-07-29 01:13:36",2.3205857276916504
"STCS_STC_GLVSERP_MV","error: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 01:13:36",0.2270069122314453
"PRD_DIA_VSAT_TOTAL_RECOG_MV","success","2025-07-29 01:13:43",6.590103387832642
"PRD_STCSREV_VS_EMAIL_SHABIK","success","2025-07-29 01:13:52",9.351742506027222
"PRD_ERP_GL_DIA_AGE_DNS_CR_MV","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01427: single-row subquery returns more than one row ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 01:13:55",3.317457675933838
"PRD_VSAT_TICKET_RECON_ROOTCAUSE","success","2025-07-29 01:13:56",0.23444819450378418
"PRD_DELAY_DEV_MS_RECON","success","2025-07-29 01:13:57",1.2069122791290283
"PRD_LOG_MP_FILEVALT_RAW_MV","success","2025-07-29 01:13:57",0.7511563301086426
"PRD_CLOUD_PRICE_CATALOG_MV","success","2025-07-29 01:13:58",0.2091538906097412
"PRD_STCSREV_VS_EMAIL_MRS","success","2025-07-29 01:14:08",10.355523824691772
"PRD_GRANITE_RANK_ALL_STATUS","success","2025-07-29 01:14:32",23.90689468383789
"PRD_LOG_MP_BKP_AS_SERVICE_2_MV","success","2025-07-29 01:14:46",14.226428747177124
"PRD_MONTHLY_TREND_REVENUE_CDR_MV","success","2025-07-29 01:14:50",3.552945613861084
"PRD_ERP_GRDIA_ACTDEACT_RNK_1_2","error: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 01:14:50",0.19935941696166992
"PRD_STCS_GL_SHABIK_","success","2025-07-29 01:14:51",0.6890692710876465
"PRD_COLO_DCO_ALL_VS_MP_SUB_MV","success","2025-07-29 01:14:51",0.7743668556213379
"PRD_DNS_CREDIT_ERP_SUM_MV","success","2025-07-29 01:14:53",1.431617259979248
"PRD_VSAT_INCIDENT_SERVICE_MV","success","2025-07-29 01:14:53",0.4918508529663086
"MP_CLOUD_SETTLEMTN","success","2025-07-29 01:14:58",4.645214080810547
"PRD_GL_ERP_VSAT_MV","success","2025-07-29 01:15:03",4.6514809131622314
"PRD_CEA_BID_PO_DIST_RECON_MV","success","2025-07-29 01:15:21",18.436174154281616
"PRD_ERP_GL_DIA_RECON_OLD","error: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 01:15:21",0.21118640899658203
"STCS_ERP_DUPLCATION_MV","success","2025-07-29 01:15:35",13.743199348449707
"PRD_MNS_GL_INVOICES_RECON","success","2025-07-29 01:15:39",3.367724657058716
"PRD_MP_SUB_VS_INVOICE_BILL_MV","success","2025-07-29 01:15:41",2.0128846168518066
"PRD_CLOUD_SERVICE_CASES_MV","success","2025-07-29 01:15:41",0.6009447574615479
"PRD_DIA_VSAT_GR_ER_MAP_PROJ_MV2","success","2025-07-29 01:16:04",22.72032928466797
"PRD_STCSREV_VS_EMAIL_ISPAN","success","2025-07-29 01:16:13",9.313028812408447
"PRD_VSAT_GL_INVOICES_RECON","success","2025-07-29 01:16:17",3.4199342727661133
"PRD_REG_CAN_MTREND_ISPAN","success","2025-07-29 01:16:18",0.9190037250518799
"PRD_RAQIB_DYN_VS_GL_MV","success","2025-07-29 01:16:20",1.9281651973724365
"PRD_DYNACTIVE_BANDWIDTH","success","2025-07-29 01:16:20",0.2652726173400879
"PRD_DIA_VSAT_TICKET_ROOTCAUSE","success","2025-07-29 01:16:21",0.8246054649353027
"PRD_VMWARE_PRICE_RECON_MV","success","2025-07-29 01:18:14",113.34084892272949
"PRD_REV_GL_VALIDATION_CLOUD","success","2025-07-29 01:18:15",0.8988513946533203
"PRD_EVENT_LOG_VS_MP_SUBS_MV","success","2025-07-29 01:18:15",0.5286471843719482
"PRD_DYNVSACTIVE_RECON12","success","2025-07-29 01:18:17",1.5003211498260498
"PRD_DIA_GL_INVOICES_RECON","success","2025-07-29 01:18:22",5.286575555801392
"PRD_STCS_ERPVSGL_NEW_SUM_MV","success","2025-07-29 01:18:24",1.5406882762908936
"PRD_DIA_TICKET_CLEANUP_1_MV","success","2025-07-29 01:18:39",15.193675756454468
"PRD_AGW_VS_PROVISIONING_MODAR","success","2025-07-29 01:19:37",57.53220748901367
"PRD_COST_REV_OUTSOURCE_DETAILS","success","2025-07-29 01:19:54",16.94077444076538
"PRD_FLEET_GL_INVOICES_RECON","success","2025-07-29 01:20:12",18.62043786048889
"PRD_DIGITAL_GL_INVOICES_RECON","success","2025-07-29 01:20:15",3.3051810264587402
"PRD_STCSREV_VS_EMAIL_FLEET","success","2025-07-29 01:20:24",8.978817701339722
"PRD_MASTERISPAN_VS_REG_CAN_MV","success","2025-07-29 01:20:27",2.8468704223632812
"PRD_CONTRACT_SHARE_RECON_DIGIT","success","2025-07-29 01:25:03",275.8765141963959
"PRD_CLOUD_SUBVSINV_RECON","success","2025-07-29 01:25:03",0.2618541717529297
"PRD_CONTRACT_SHARE_RECON_CLOUD","success","2025-07-29 01:25:04",0.3588712215423584
"PRD_CLOUD_SUB_VS_INV_MV","error: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-07-29 01:25:04",0.14896535873413086
"PRD_STCS_GL_PO_CHECK_MV","success","2025-07-29 01:26:52",107.69377398490906
"PRD_PRBILL_L1_GRA_MS_STCSGL_MV","success","2025-07-29 01:27:06",14.358237504959106
"PRD_DELAY_DEV_DIA_RECON","success","2025-07-29 01:27:10",3.848567008972168
"PRD_MN_TREND_GRANITE_MS","success","2025-07-29 01:27:11",0.9568033218383789
"PRD_DIA_VSAT_SUM_RECOG_MV","success","2025-07-29 01:27:16",5.437784194946289
"PRD_STCGL_VS_PROJECT_L1","success","2025-07-29 01:27:23",6.860036611557007
"PRD_DIA_TICKET_CLEANUP_MV","success","2025-07-29 01:27:27",4.104382753372192
"PRD_ERP_CLEANUP1_MV","success","2025-08-03 17:08:00",73.49522042274475
"STCS_STC_GLS_RBM_NEW_MV_OLD","success","2025-08-03 17:13:35",334.85988450050354
"STCS_STC_GLS_RBM_NEW_MV","success","2025-08-03 17:28:24",888.9025478363037
"PRD_ERP_CLEANUP_MV","success","2025-08-03 17:28:33",9.118939638137817
"STCS_MP_PRICE_LIST_pre1_MV","error: ORA-20000: ORA-01031: insufficient privileges ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_IREFRESH"", line 186 ORA-06512: at ""SYS.DBMS_ISNAPSHOT"", line 189 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2844 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-08-03 17:28:33",0.1364150047302246
"STCS_STCGLVSDETAILS_MV","success","2025-08-03 17:28:54",20.773907899856567
"PRD_GRANITE_CLEANUP","success","2025-08-03 17:29:12",18.820033073425293
"STCS_ERP_CN_MV","success","2025-08-03 17:29:13",0.4328644275665283
"STCS_MP_PRICE_LIST_PRE_MV","success","2025-08-03 17:29:25",12.264839172363281
"STCS_MP_PRICE_LIST_PRE3_MV","success","2025-08-03 17:29:27",1.9577147960662842
"PRD_ERP_CLEANUP2_MV","success","2025-08-03 17:29:45",17.93266224861145
"STCS_MP_PRICE_LIST_MV","success","2025-08-03 17:30:03",17.91796588897705
"STC_GL_RBM_D_MV","success","2025-08-03 17:30:03",0.356982946395874
"STCS_STC_GLS_RBM_NEW_MV2","success","2025-08-03 17:33:55",231.90010118484497
"PRD_ERP_RANK","success","2025-08-03 17:54:35",1239.3850786685944
"PRD_GRANITE_RANK","success","2025-08-03 17:55:00",25.168763160705566
"STCS_MP_SUB_MV1","success","2025-08-03 18:02:20",440.07696866989136
"PRD_ERP_DIA_MV","success","2025-08-03 18:02:20",0.2754807472229004
"PRD_GRANITE_DIA_MV","success","2025-08-03 18:02:21",0.27428197860717773
"STCS_MP_SUBS_MV2","success","2025-08-03 18:03:55",94.01469540596008
"STC_GL_RBM_MV_AGGREGATED","success","2025-08-03 18:05:45",110.45381164550781
"PRD_GRANITE_MRS_AGGREGATE","success","2025-08-03 18:09:47",241.65381264686584
